machine_type,air_temperature,process_temperature,torque,rotational_speed,tool_wear,machine_failure
L,297.1,308.4,39.6,1543,205,0
L,297.1,308.5,44.4,1323,207,1
L,297.1,308.5,36.2,1555,0,0
L,297.1,308.4,31.9,1583,2,0
M,297.2,308.5,40.0,1584,4,0
L,297.2,308.5,25.8,1766,7,0
M,297.2,308.6,44.4,1498,9,0
L,297.2,308.6,49.8,1413,12,0
L,297.3,308.6,33.5,1505,14,0
H,297.3,308.7,46.2,1438,16,0
M,297.3,308.7,34.1,1655,21,0
M,297.3,308.7,43.8,1451,24,0
M,297.3,308.7,38.4,1466,27,0
L,297.2,308.6,23.0,1774,30,0
M,297.2,308.6,51.3,1284,32,0
L,297.1,308.5,40.0,1425,35,0
L,297.2,308.6,52.4,1437,37,0
L,297.2,308.6,53.0,1335,39,0
L,297.2,308.5,41.7,1471,41,0
M,297.2,308.5,54.0,1364,43,0
L,297.1,308.5,35.6,1578,46,0
L,297.1,308.5,32.1,1712,48,0
L,297.1,308.5,28.7,1733,50,0
L,297.2,308.6,32.1,1652,52,0
L,297.2,308.6,24.1,1917,54,0
M,297.2,308.6,41.1,1444,56,0
L,297.1,308.6,37.1,1442,59,0
M,297.1,308.6,31.3,1717,61,0
L,297.1,308.7,42.3,1474,64,0
L,297.2,308.7,39.3,1509,66,0
L,297.2,308.8,43.1,1451,68,0
L,297.3,308.8,36.1,1554,70,0
L,297.2,308.7,30.7,1669,72,0
L,297.2,308.6,50.4,1366,74,0
L,297.2,308.6,34.4,1578,76,0
M,297.2,308.6,39.0,1513,78,0
M,297.1,308.5,42.1,1515,81,0
L,297.2,308.6,33.0,1562,84,0
L,297.2,308.7,38.5,1501,86,0
M,297.2,308.7,38.1,1398,88,0
L,297.3,308.7,53.8,1352,91,0
H,297.3,308.7,33.9,1569,93,0
H,297.2,308.6,46.6,1486,98,0
L,297.2,308.6,23.6,1864,103,0
M,297.3,308.7,44.5,1447,105,0
L,297.2,308.6,41.5,1392,108,0
L,297.3,308.6,47.6,1358,110,0
L,297.3,308.7,40.2,1491,112,0
L,297.3,308.7,36.7,1556,114,0
L,297.3,308.7,36.7,1531,116,0
H,297.4,308.7,37.6,1429,118,0
M,297.4,308.8,33.9,1573,123,0
L,297.4,308.8,41.2,1538,126,0
L,297.4,308.8,39.0,1467,128,0
H,297.4,308.7,51.1,1323,130,0
M,297.4,308.7,23.0,1798,135,0
L,297.4,308.6,46.3,1411,138,0
L,297.3,308.5,44.5,1528,140,0
L,297.3,308.5,42.0,1504,142,0
L,297.3,308.5,39.6,1384,144,0
L,297.2,308.4,26.4,1677,146,0
L,297.3,308.5,30.8,1764,148,0
M,297.4,308.5,42.0,1472,150,0
M,297.4,308.5,55.9,1465,153,0
M,297.4,308.6,33.1,1657,156,0
L,297.4,308.6,30.5,1635,159,0
M,297.4,308.7,31.9,1582,161,0
L,297.5,308.7,26.2,1761,164,0
L,297.5,308.8,34.9,1587,166,0
M,297.5,308.7,53.0,1446,168,0
M,297.5,308.7,53.0,1352,171,0
M,297.4,308.7,46.4,1392,174,0
L,297.5,308.8,49.8,1417,177,0
H,297.5,308.8,24.0,1824,179,0
L,297.5,308.8,36.7,1603,184,0
L,297.4,308.8,33.4,1620,186,0
L,297.4,308.8,49.4,1353,188,0
L,297.5,308.8,50.7,1360,190,0
L,297.5,308.6,53.5,1380,192,0
M,297.5,308.7,53.6,1363,194,0
M,297.4,308.6,41.2,1452,197,0
L,297.4,308.6,32.8,1680,200,0
L,297.5,308.6,39.0,1536,202,0
L,297.5,308.6,28.9,1621,0,0
L,297.5,308.6,37.6,1585,2,0
M,297.6,308.7,51.5,1408,4,0
H,297.5,308.6,38.7,1536,7,0
L,297.5,308.6,52.6,1352,12,0
H,297.5,308.6,38.8,1481,14,0
L,297.5,308.7,45.0,1454,19,0
M,297.5,308.6,51.5,1349,21,0
M,297.5,308.6,52.1,1327,24,0
L,297.6,308.7,42.3,1552,27,0
L,297.5,308.7,44.7,1456,29,0
M,297.6,308.6,45.8,1254,31,0
L,297.5,308.6,43.3,1437,34,0
L,297.5,308.6,27.1,1694,36,0
L,297.5,308.5,50.7,1306,38,0
M,297.5,308.5,30.1,1699,40,0
L,297.4,308.5,53.2,1369,43,0
L,297.4,308.5,43.9,1471,45,0
L,297.4,308.5,43.9,1410,47,0
M,297.4,308.5,45.5,1412,49,0
L,297.4,308.5,51.2,1418,52,0
L,297.4,308.5,25.9,1782,54,0
M,297.4,308.5,36.4,1497,56,0
L,297.3,308.4,39.4,1459,59,0
L,297.2,308.3,23.8,1796,61,0
L,297.2,308.3,31.2,1569,63,0
L,297.3,308.4,46.7,1469,65,0
L,297.3,308.4,41.3,1472,67,0
L,297.4,308.5,47.2,1475,69,0
L,297.4,308.6,36.4,1488,71,0
L,297.4,308.6,43.1,1524,73,0
L,297.4,308.5,48.6,1486,75,0
M,297.5,308.6,60.7,1255,77,0
M,297.4,308.6,42.6,1469,80,0
L,297.4,308.5,34.3,1692,83,0
M,297.4,308.6,32.8,1604,85,0
L,297.4,308.6,48.1,1446,88,0
L,297.3,308.5,43.3,1503,90,0
M,297.3,308.5,32.8,1625,92,0
L,297.2,308.5,35.8,1574,95,0
M,297.2,308.4,41.9,1378,97,0
L,297.1,308.4,29.5,1693,100,0
L,297.2,308.4,51.2,1462,102,0
H,297.3,308.5,55.0,1435,104,0
M,297.2,308.5,45.8,1425,109,0
H,297.3,308.6,53.5,1376,112,0
M,297.4,308.7,48.0,1481,117,0
H,297.4,308.7,48.9,1349,120,0
L,297.3,308.7,40.0,1551,125,0
H,297.4,308.7,33.8,1623,127,0
L,297.4,308.8,49.7,1462,132,0
M,297.3,308.8,57.4,1447,134,0
M,297.3,308.9,24.5,1799,137,0
M,297.3,308.8,41.3,1548,140,0
M,297.2,308.8,47.9,1485,143,0
L,297.2,308.7,49.9,1463,146,0
L,297.3,308.7,35.8,1587,148,0
M,297.3,308.8,44.1,1469,150,0
H,297.3,308.7,42.8,1430,153,0
H,297.4,308.7,26.8,1726,158,0
L,297.4,308.8,34.1,1651,163,0
L,297.4,308.8,41.3,1529,165,0
L,297.4,308.8,46.2,1473,167,0
H,297.4,308.8,53.5,1324,169,0
L,297.4,308.9,28.8,1708,174,0
M,297.5,309.1,38.5,1540,176,0
L,297.5,309.0,54.7,1320,179,0
M,297.4,308.9,39.0,1376,181,0
M,297.3,308.7,37.0,1542,184,0
L,297.3,308.7,39.3,1506,187,0
L,297.3,308.7,43.6,1492,189,0
H,297.3,308.8,38.0,1564,191,0
H,297.4,308.9,30.8,1645,196,0
M,297.4,308.9,59.1,1348,201,0
M,297.4,308.8,62.4,1325,204,1
L,297.5,308.9,43.5,1443,0,0
M,297.5,308.9,44.8,1436,2,0
L,297.5,308.9,30.7,1596,5,0
L,297.6,309.0,43.2,1491,7,0
M,297.7,308.9,35.1,1573,9,0
L,297.7,308.9,39.9,1575,12,0
L,297.7,308.9,41.1,1458,14,0
M,297.7,309.0,41.8,1433,16,0
L,297.7,308.9,28.1,1662,19,0
M,297.7,308.9,63.7,1327,21,0
L,297.7,308.9,26.3,1742,24,0
L,297.8,308.9,33.5,1506,26,0
L,297.9,309.1,44.4,1457,28,0
M,297.9,309.1,37.3,1488,30,0
L,297.9,309.1,34.7,1619,33,0
M,298.0,309.2,41.7,1558,35,0
L,298.0,309.2,28.7,1731,38,0
M,298.0,309.1,34.8,1574,40,0
L,297.9,309.0,49.8,1290,43,0
H,297.9,308.9,39.6,1416,45,0
L,297.9,308.9,41.9,1566,50,0
L,297.9,309.0,46.5,1456,52,0
L,297.9,309.0,37.5,1528,54,0
M,297.9,309.1,49.6,1338,56,0
M,297.9,309.1,39.2,1558,59,0
M,297.9,309.1,38.1,1614,62,0
H,298.0,309.1,36.4,1557,65,0
L,298.1,309.3,45.3,1443,70,0
H,298.1,309.3,51.0,1332,72,0
M,298.1,309.3,25.2,1752,77,0
M,298.1,309.2,45.8,1460,80,0
L,298.1,309.2,26.9,1802,83,0
L,298.0,309.2,39.5,1527,85,0
L,298.0,309.2,39.8,1458,87,0
H,298.0,309.2,37.9,1520,89,0
L,298.0,309.2,49.7,1378,94,0
M,297.9,309.2,38.1,1529,96,0
L,298.0,309.2,32.4,1527,99,0
M,298.0,309.2,42.9,1438,101,0
L,297.9,309.0,36.7,1583,104,0
L,297.8,308.9,37.6,1530,106,0
M,297.7,308.9,39.1,1530,108,0
M,297.7,308.8,19.1,2089,111,0
L,297.7,308.8,34.2,1616,114,0
M,297.7,308.9,28.3,1681,116,0
L,297.6,308.8,43.0,1475,119,0
L,297.5,308.7,46.5,1371,121,0
M,297.5,308.7,38.0,1546,123,0
H,297.4,308.6,40.1,1461,126,0
L,297.4,308.7,31.9,1638,131,0
M,297.3,308.7,35.6,1577,133,0
L,297.4,308.6,38.7,1532,136,0
M,297.3,308.5,27.7,1710,138,0
M,297.3,308.6,29.4,1584,141,0
L,297.3,308.6,50.1,1446,144,0
H,297.4,308.7,46.3,1522,146,0
M,297.4,308.7,49.9,1382,151,0
L,297.4,308.7,38.2,1584,154,0
L,297.3,308.6,55.2,1385,156,0
L,297.3,308.7,34.4,1592,158,0
M,297.2,308.6,43.7,1404,160,0
L,297.2,308.5,44.3,1518,163,0
L,297.1,308.4,40.4,1529,165,0
L,297.1,308.4,37.0,1550,167,0
L,297.1,308.3,23.8,1773,169,0
L,297.2,308.5,43.7,1446,171,0
M,297.2,308.5,46.9,1487,173,0
M,297.3,308.5,49.3,1524,176,0
L,297.1,308.3,54.1,1403,179,0
L,297.1,308.2,15.7,2267,181,0
M,297.1,308.2,37.9,1529,183,0
L,297.1,308.2,51.2,1402,186,0
L,297.2,308.3,28.0,1693,188,0
L,297.1,308.3,45.8,1496,190,0
L,297.1,308.1,33.3,1633,192,0
L,297.1,308.2,42.6,1399,194,0
M,297.0,308.1,45.3,1363,196,0
H,297.1,308.2,42.2,1527,199,0
M,297.2,308.2,42.5,1405,204,0
M,297.3,308.3,59.6,1459,207,1
M,297.4,308.4,25.0,1789,210,0
L,297.4,308.4,41.5,1531,213,0
M,297.4,308.4,35.8,1620,215,0
L,297.4,308.4,39.4,1571,0,0
L,297.4,308.4,39.9,1434,2,0
L,297.4,308.4,43.6,1474,4,0
M,297.3,308.3,41.7,1544,6,0
L,297.3,308.2,35.7,1601,9,0
L,297.4,308.3,26.9,1801,11,0
L,297.4,308.3,42.0,1465,13,0
M,297.4,308.4,52.6,1340,15,0
M,297.4,308.4,41.0,1517,18,0
M,297.3,308.4,44.8,1434,21,0
H,297.3,308.3,19.3,1935,24,0
M,297.3,308.3,32.2,1595,29,0
L,297.3,308.3,17.0,2188,32,0
M,297.3,308.4,44.4,1449,34,0
L,297.3,308.3,38.2,1471,37,0
L,297.4,308.2,33.8,1639,39,0
M,297.3,308.2,24.5,1846,41,0
M,297.3,308.2,38.2,1452,44,0
M,297.4,308.3,41.9,1483,47,0
L,297.4,308.3,60.3,1284,50,0
L,297.4,308.2,50.0,1419,52,0
L,297.3,308.1,28.4,1763,54,0
M,297.2,308.0,42.5,1478,56,0
L,297.3,308.0,36.0,1518,59,0
L,297.3,308.0,49.0,1447,61,0
M,297.4,308.0,55.1,1355,63,0
L,297.4,308.1,57.4,1348,66,0
L,297.4,308.1,53.7,1348,68,0
M,297.4,308.1,27.7,1734,70,0
L,297.3,308.0,46.5,1420,73,0
L,297.3,307.9,24.7,1797,75,0
M,297.3,308.0,45.0,1403,77,0
L,297.3,307.9,30.2,1628,80,0
M,297.2,307.9,30.4,1687,82,0
M,297.2,307.9,44.9,1456,85,0
L,297.1,307.9,44.7,1496,88,0
L,297.1,307.8,30.3,1636,90,0
L,297.1,307.8,40.4,1536,92,0
L,297.1,307.8,50.6,1454,94,0
L,297.0,307.8,50.0,1396,96,0
L,297.0,307.6,37.4,1575,98,0
L,296.9,307.6,35.7,1514,100,0
M,296.8,307.4,49.9,1455,102,0
L,296.8,307.4,48.3,1549,105,0
L,296.8,307.5,42.4,1474,107,0
H,296.7,307.4,34.2,1661,109,0
L,296.7,307.4,34.6,1535,114,0
M,296.9,307.5,31.2,1556,116,0
L,296.9,307.6,45.0,1435,119,0
M,296.9,307.5,51.1,1332,121,0
L,297.0,307.6,42.4,1513,124,0
L,297.0,307.7,39.4,1502,126,0
L,297.0,307.7,60.1,1315,128,0
M,297.0,307.7,51.1,1261,130,0
L,297.1,307.8,60.4,1406,133,0
L,297.1,307.8,42.3,1584,135,0
M,297.1,307.8,43.9,1443,137,0
L,297.2,307.9,35.8,1580,140,0
L,297.2,307.9,24.6,1825,142,0
L,297.2,307.9,48.2,1469,144,0
L,297.2,307.9,38.4,1493,146,0
M,297.3,308.0,29.4,1598,148,0
H,297.2,307.9,37.2,1450,151,0
M,297.2,307.9,37.5,1632,156,0
M,297.1,307.9,20.3,1980,159,0
L,297.2,308.0,43.7,1474,162,0
L,297.2,307.9,37.1,1540,164,0
M,297.1,307.9,38.9,1609,166,0
L,297.1,308.0,42.8,1467,169,0
L,297.1,307.9,39.4,1492,171,0
L,297.0,307.9,46.1,1493,173,0
L,297.0,307.8,39.9,1500,175,0
L,297.1,307.8,36.6,1477,177,0
L,297.1,307.9,49.1,1342,179,0
M,297.1,307.8,34.3,1538,181,0
L,297.2,307.9,58.1,1337,184,0
L,297.3,307.9,41.8,1417,186,0
L,297.4,308.0,46.2,1383,188,0
M,297.4,308.0,42.4,1440,190,0
L,297.3,307.9,34.4,1579,193,0
L,297.2,307.9,40.0,1441,195,0
M,297.2,307.9,35.9,1530,197,0
L,297.2,308.0,26.0,1705,200,0
H,297.2,308.0,43.0,1435,202,0
M,297.2,308.1,61.3,1340,207,1
L,297.2,308.1,49.7,1431,210,1
L,297.3,308.2,52.7,1396,212,1
M,297.3,308.1,52.0,1369,214,0
L,297.3,308.1,35.4,1615,217,1
L,297.2,308.1,31.3,1662,0,0
L,297.3,308.2,33.5,1553,2,0
M,297.4,308.2,34.6,1536,4,0
L,297.4,308.3,46.6,1548,7,0
L,297.4,308.3,30.9,1706,9,0
L,297.4,308.3,45.5,1366,11,0
L,297.5,308.4,35.9,1440,13,0
M,297.5,308.4,28.1,1685,15,0
M,297.4,308.3,44.0,1444,18,0
L,297.4,308.3,48.7,1395,21,0
L,297.4,308.3,38.8,1483,23,0
M,297.5,308.4,44.3,1403,25,0
H,297.5,308.4,23.9,1793,28,0
L,297.4,308.3,28.8,1723,33,0
L,297.4,308.2,41.0,1386,35,0
H,297.4,308.2,46.2,1585,37,0
M,297.3,308.1,27.7,1731,42,0
L,297.3,308.3,37.7,1519,45,0
L,297.3,308.2,24.4,1896,47,0
L,297.3,308.3,14.9,2358,49,0
M,297.3,308.3,51.9,1341,51,0
L,297.3,308.3,37.0,1550,54,0
L,297.3,308.3,61.5,1309,56,0
M,297.3,308.4,32.9,1599,58,0
L,297.4,308.4,40.0,1343,61,0
L,297.4,308.4,39.9,1378,63,0
L,297.4,308.4,34.6,1603,65,0
L,297.4,308.4,28.1,1664,67,0
L,297.3,308.4,37.4,1488,69,0
M,297.3,308.4,50.5,1370,71,0
L,297.3,308.5,34.3,1545,74,0
M,297.4,308.5,31.4,1566,76,0
L,297.4,308.6,24.6,1820,79,0
M,297.4,308.6,22.1,1901,81,0
M,297.4,308.5,32.2,1638,84,0
M,297.3,308.4,38.2,1521,87,0
H,297.3,308.4,23.1,1864,90,0
L,297.3,308.3,41.9,1430,95,0
M,297.3,308.4,34.5,1686,97,0
M,297.2,308.3,57.2,1326,100,0
L,297.2,308.3,25.6,1805,103,0
H,297.2,308.3,45.8,1453,105,0
M,297.2,308.4,26.0,1863,110,0
L,297.2,308.3,35.3,1576,113,0
L,297.2,308.3,39.7,1419,115,0
L,297.2,308.4,25.2,1833,117,0
H,297.2,308.4,17.3,2182,119,0
L,297.2,308.3,30.3,1656,124,0
L,297.1,308.2,56.6,1351,126,0
H,297.1,308.2,30.3,1790,128,0
M,297.2,308.2,28.1,1678,133,0
L,297.1,308.2,45.2,1427,136,0
L,297.0,308.1,54.0,1429,138,0
H,297.2,308.1,27.2,1770,140,0
L,297.2,308.1,31.2,1689,145,0
M,297.2,308.1,41.3,1554,147,0
L,297.3,308.1,36.0,1506,150,0
L,297.2,308.1,44.3,1474,152,0
L,297.3,308.1,26.1,1762,154,0
L,297.3,308.1,35.7,1566,156,0
H,297.3,308.1,42.4,1554,158,0
L,297.2,308.0,25.4,1869,163,0
L,297.3,308.0,35.1,1527,165,0
L,297.2,307.9,49.6,1309,167,0
M,297.2,307.9,35.7,1541,169,0
L,297.2,307.9,75.4,1326,172,1
H,297.1,307.9,54.0,1365,174,0
L,297.1,307.8,43.7,1428,179,0
L,297.1,307.8,27.6,1681,181,0
M,297.1,307.9,26.9,1662,183,0
L,297.2,307.9,20.3,1989,186,0
M,297.2,307.9,29.0,1747,188,0
M,297.2,308.0,31.1,1765,191,0
L,297.3,308.1,34.4,1568,194,0
M,297.3,308.1,30.6,1709,196,0
M,297.3,308.1,58.8,1370,199,0
L,297.3,308.1,45.7,1458,202,0
L,297.2,308.1,30.9,1712,204,0
L,297.3,308.1,36.9,1642,206,0
L,297.3,308.1,49.8,1468,0,0
H,297.3,308.1,52.3,1477,2,0
L,297.3,308.2,53.5,1446,7,0
H,297.3,308.2,31.4,1653,9,0
L,297.3,308.3,38.2,1494,14,0
L,297.3,308.2,41.0,1490,16,0
M,297.4,308.3,47.8,1550,18,0
M,297.3,308.2,34.9,1677,21,0
L,297.4,308.3,21.8,1854,24,0
M,297.5,308.5,30.3,1662,26,0
M,297.5,308.6,38.8,1440,29,0
L,297.5,308.6,39.7,1513,32,0
M,297.6,308.6,49.0,1389,34,0
L,297.6,308.6,51.0,1351,37,0
M,297.6,308.6,38.3,1482,39,0
L,297.6,308.6,28.5,1744,42,0
L,297.6,308.7,39.0,1476,44,0
M,297.6,308.6,48.2,1444,46,0
H,297.6,308.7,32.1,1659,49,0
M,297.6,308.7,46.6,1475,54,0
L,297.6,308.6,42.1,1526,57,0
M,297.4,308.4,29.5,1675,59,0
L,297.4,308.4,38.7,1525,62,0
L,297.3,308.3,45.9,1396,64,0
L,297.4,308.4,41.2,1580,66,0
L,297.4,308.5,42.8,1462,68,0
L,297.4,308.4,50.4,1426,70,0
L,297.4,308.5,34.2,1569,72,0
L,297.4,308.5,40.7,1477,74,0
L,297.4,308.5,27.2,1761,76,0
M,297.5,308.6,45.9,1486,78,0
L,297.6,308.6,30.1,1664,81,0
L,297.6,308.6,32.7,1576,83,0
H,297.6,308.6,46.7,1463,85,0
M,297.6,308.6,42.0,1585,90,0
L,297.7,308.7,45.7,1479,93,0
L,297.7,308.7,40.2,1449,95,0
H,297.7,308.8,50.3,1404,97,0
L,297.7,308.7,29.1,1694,102,0
L,297.7,308.7,28.4,1731,104,0
L,297.6,308.6,37.0,1522,106,0
L,297.5,308.5,36.9,1536,108,0
L,297.5,308.5,39.9,1373,110,0
L,297.5,308.5,36.4,1597,112,0
L,297.6,308.5,34.2,1678,114,0
L,297.6,308.5,42.6,1452,116,0
M,297.5,308.5,41.6,1447,118,0
L,297.6,308.5,37.1,1574,121,0
L,297.6,308.6,40.0,1528,123,0
L,297.7,308.7,27.2,1688,125,0
L,297.6,308.6,40.4,1393,127,0
M,297.5,308.6,50.5,1429,129,0
M,297.5,308.6,57.0,1347,132,0
L,297.6,308.6,40.5,1553,135,0
L,297.5,308.6,53.6,1260,137,0
L,297.5,308.6,33.8,1546,139,0
L,297.5,308.6,36.0,1596,141,0
L,297.5,308.5,57.4,1340,143,0
M,297.5,308.4,54.8,1369,145,0
L,297.5,308.5,52.3,1462,148,0
H,297.4,308.4,46.2,1487,150,0
M,297.5,308.6,35.5,1510,155,0
H,297.5,308.5,28.0,1671,158,0
M,297.5,308.5,30.0,1612,163,0
M,297.6,308.6,39.7,1509,166,0
L,297.6,308.6,47.3,1415,169,0
L,297.6,308.6,14.4,2384,171,0
L,297.6,308.6,62.4,1326,173,0
M,297.6,308.6,53.4,1390,175,0
M,297.6,308.7,41.2,1392,178,0
H,297.6,308.8,44.4,1385,181,0
L,297.7,308.8,24.5,1896,186,0
L,297.7,308.7,46.8,1474,188,0
M,297.7,308.8,45.6,1388,190,0
L,297.7,308.9,27.2,1715,193,0
H,297.8,308.9,32.2,1650,195,0
L,297.8,308.9,25.6,1871,200,1
L,297.8,309.0,64.2,1403,0,1
L,297.8,308.9,40.4,1518,2,0
L,297.9,309.1,43.0,1504,4,0
L,297.8,309.0,56.9,1340,6,0
H,297.9,309.1,44.7,1435,8,0
L,297.9,309.1,36.9,1507,13,0
L,297.9,309.1,36.1,1521,15,0
M,297.8,309.0,45.0,1576,17,0
L,297.9,309.1,36.6,1543,20,0
L,298.0,309.2,36.6,1665,22,0
L,297.9,309.1,50.3,1442,24,0
L,297.9,309.0,29.0,1629,26,0
L,297.9,309.0,47.3,1379,28,0
L,297.9,309.0,40.2,1502,30,0
L,297.9,309.1,32.0,1595,32,0
M,298.0,309.0,38.5,1439,34,0
M,297.9,309.0,21.6,1970,37,0
L,297.9,309.0,35.8,1562,40,0
M,297.9,309.0,40.9,1530,42,0
L,297.9,308.9,40.6,1393,45,0
L,297.9,309.0,37.6,1532,47,0
L,298.0,308.9,37.7,1607,49,0
M,297.9,308.8,49.0,1469,51,0
M,297.9,308.8,37.6,1538,54,0
L,297.9,308.8,31.4,1613,57,0
M,297.9,308.8,32.1,1602,59,0
L,297.8,308.7,44.2,1404,62,0
L,297.8,308.8,36.9,1548,64,0
L,297.8,308.8,35.2,1559,66,0
L,297.8,308.8,36.1,1621,68,0
L,297.8,308.8,32.9,1579,70,0
M,297.9,308.9,44.0,1547,72,0
L,297.9,308.8,48.6,1386,75,0
L,298.0,308.9,40.9,1406,77,0
M,298.0,309.0,55.9,1393,79,0
M,297.9,309.0,13.9,2456,82,0
M,298.0,309.0,49.1,1409,85,0
L,298.0,308.9,53.9,1390,88,0
L,298.0,309.0,32.4,1679,90,0
L,298.0,308.9,37.1,1508,92,0
L,297.9,308.8,31.7,1681,94,0
H,297.7,308.8,43.7,1469,96,0
L,297.8,308.8,49.6,1421,101,0
L,297.7,308.8,50.2,1354,103,0
M,297.7,308.8,57.0,1350,105,0
L,297.8,308.9,58.1,1282,108,0
M,297.8,309.0,30.0,1675,110,0
M,297.9,309.0,38.5,1525,113,0
L,297.9,309.0,43.9,1382,116,0
L,297.9,309.0,46.8,1450,118,0
L,298.0,309.1,23.6,1820,120,0
L,298.0,309.1,23.5,1822,122,0
L,298.0,309.1,44.3,1473,124,0
M,298.1,309.1,37.5,1572,126,0
M,298.1,309.0,17.8,2042,129,0
L,298.2,309.2,22.6,1922,132,0
L,298.2,309.1,36.5,1539,134,0
L,298.2,309.1,52.0,1350,136,0
L,298.3,309.1,45.1,1403,138,0
L,298.3,309.1,20.3,1904,140,0
M,298.2,308.9,35.2,1592,142,0
L,298.1,308.7,31.6,1556,145,0
M,298.1,308.8,25.4,1811,147,0
M,298.2,308.8,41.2,1456,150,0
H,298.2,308.8,51.9,1436,153,0
M,298.1,308.7,49.6,1362,158,0
L,298.1,308.7,29.1,1683,161,0
M,298.2,308.7,60.9,1269,163,0
L,298.3,308.8,49.0,1454,166,0
L,298.3,308.8,27.3,1767,168,0
L,298.3,308.9,27.3,1708,170,0
L,298.3,308.9,27.0,1862,172,0
L,298.3,308.9,30.7,1695,174,0
M,298.3,309.1,40.6,1488,176,0
L,298.3,309.0,32.2,1657,179,0
H,298.3,309.0,25.9,1823,181,0
M,298.2,309.1,28.8,1651,186,0
M,298.1,309.0,36.1,1533,189,0
M,298.2,309.0,40.5,1508,192,0
L,298.3,309.1,31.1,1616,195,0
L,298.2,309.0,31.5,1651,197,0
L,298.2,309.1,35.2,1569,199,0
M,298.3,309.1,58.7,1296,201,0
H,298.3,309.0,43.2,1379,0,0
M,298.2,309.0,28.0,1694,5,0
L,298.2,309.0,57.8,1377,8,0
H,298.3,309.0,38.4,1470,10,0
M,298.3,309.1,47.0,1404,15,0
L,298.3,309.1,40.1,1593,18,0
M,298.3,309.0,36.9,1526,20,0
M,298.3,308.9,49.7,1390,23,0
L,298.2,308.9,25.5,1737,26,0
L,298.2,308.8,57.3,1362,28,0
L,298.2,308.8,31.5,1666,30,0
L,298.2,308.8,60.9,1354,32,0
L,298.2,308.8,60.4,1302,34,0
L,298.2,308.7,20.5,1991,36,0
L,298.2,308.6,54.1,1353,38,0
H,298.2,308.7,35.7,1520,40,0
L,298.2,308.7,54.9,1428,45,0
L,298.2,308.7,29.4,1605,47,0
L,298.1,308.7,30.3,1691,49,0
L,298.2,308.7,48.4,1447,51,0
H,298.2,308.8,39.9,1606,53,0
M,298.2,308.8,28.2,1645,58,0
H,298.2,308.8,43.3,1470,61,0
L,298.2,308.9,45.0,1336,66,0
M,298.2,308.9,44.3,1414,68,0
M,298.3,309.0,27.5,1802,71,0
L,298.2,308.9,31.7,1683,74,0
M,298.2,309.0,47.6,1410,76,0
L,298.2,308.9,32.0,1605,79,0
L,298.2,308.9,28.1,1709,81,0
L,298.2,308.9,53.1,1444,83,0
L,298.2,308.9,45.0,1367,85,0
L,298.2,309.0,44.2,1418,87,0
L,298.2,309.0,57.8,1353,89,0
L,298.2,309.0,34.1,1643,91,0
L,298.3,309.1,38.0,1437,93,0
L,298.1,309.0,36.2,1437,95,0
M,298.2,309.0,47.9,1413,97,0
H,298.2,309.0,39.1,1524,100,0
M,298.1,308.9,43.4,1479,105,0
L,298.1,308.9,50.6,1313,108,0
M,298.1,308.9,50.4,1335,110,0
L,298.1,308.9,41.9,1367,113,0
M,298.1,308.9,50.3,1459,115,0
M,298.1,308.9,25.1,1804,118,0
L,298.2,309.0,38.3,1491,121,0
L,298.3,309.1,43.0,1537,123,0
H,298.3,309.1,30.2,1646,125,0
M,298.3,309.2,28.3,1783,130,0
L,298.3,309.1,49.8,1395,133,0
L,298.4,309.1,48.0,1423,135,0
L,298.3,309.2,37.6,1562,137,0
L,298.4,309.3,40.8,1549,139,0
L,298.4,309.4,43.2,1540,141,0
H,298.5,309.4,33.6,1573,143,0
L,298.5,309.4,45.1,1418,148,0
M,298.5,309.4,33.7,1565,150,0
L,298.5,309.5,41.0,1569,153,0
H,298.5,309.4,41.2,1417,155,0
L,298.5,309.5,38.1,1480,160,0
L,298.5,309.4,44.5,1364,162,0
L,298.5,309.4,21.5,1911,164,0
L,298.4,309.3,43.1,1409,166,0
L,298.4,309.2,53.5,1335,168,0
M,298.5,309.3,38.1,1512,170,0
L,298.6,309.4,40.2,1447,173,0
L,298.6,309.3,37.6,1537,175,0
M,298.6,309.3,40.8,1510,177,0
L,298.6,309.3,31.2,1677,180,0
L,298.5,309.2,33.7,1504,182,0
H,298.5,309.1,19.0,2051,184,0
L,298.5,309.1,41.3,1474,189,0
M,298.4,309.0,36.1,1507,191,0
L,298.4,308.9,37.9,1496,194,0
M,298.5,309.0,22.0,1921,196,0
L,298.5,309.0,40.5,1450,199,0
L,298.4,308.9,44.8,1402,201,0
L,298.4,308.9,50.0,1501,203,0
L,298.5,308.9,31.9,1725,205,0
H,298.5,308.9,40.3,1500,207,0
H,298.5,309.0,30.8,1531,212,0
L,298.5,309.0,44.8,1458,217,0
H,298.4,308.9,37.1,1577,0,0
M,298.3,308.9,46.1,1363,5,0
H,298.3,308.9,31.8,1706,8,0
M,298.3,308.8,50.4,1391,13,0
L,298.2,308.8,33.7,1616,16,0
L,298.2,308.8,47.0,1442,18,0
M,298.2,308.8,40.4,1626,20,0
M,298.2,308.7,42.6,1426,23,0
L,298.2,308.7,49.1,1436,26,0
M,298.2,308.7,36.2,1599,28,0
L,298.2,308.7,17.8,2186,31,0
L,298.3,308.8,30.4,1645,33,0
L,298.2,308.7,27.9,1780,35,0
